64613040809309;4/8/2013 9:00:00 AM;MISGA;Annual Reps Meeting at Prospect Bay;;9:00 a;4/4/2013 12:00:00 PM;;6;;;3/8/2013 9:00:00 AM
64613051408900;5/14/2013 8:00:00 AM;MISGA;Spring Fling May 14 - 16 at Williamsburg, VA;;8:00 a;4/14/2013 12:00:00 PM;;20;;;3/15/2013 9:00:00 AM
64613061709636;6/17/2013 9:00:00 AM;MISGA;Division VI Two Man at Walden;$80;9:00 a;5/18/2013 12:00:00 PM;;12;;Guest;4/18/2013 9:00:00 AM
64613070809629;7/8/2013 9:00:00 AM;MISGA;Division VI ABCD at Tantallon;$40;9:00 a;6/8/2013 12:00:00 PM;;60;;;5/9/2013 9:00:00 AM
64613072210217;7/22/2013 10:00:00 AM;MISGA;Division II Pro-Am at Hunt Valley CC;;10:00 a;6/22/2013 12:00:00 PM;;12;;;5/23/2013 9:00:00 AM
64613081909440;8/19/2013 9:00:00 AM;MISGA;State Past Presidents (ABCD) Tournament at Norbeck CC;;9:00 a;7/20/2013 12:00:00 PM;;12;;;6/20/2013 9:00:00 AM
64613082609309;8/26/2013 9:00:00 AM;MISGA;State Two Man Tournament at Prospect Bay GC;;9:00 a;7/27/2013 12:00:00 PM;;12;;;6/27/2013 9:00:00 AM
64613090309309;9/3/2013 9:00:00 AM;MISGA;State Two Man (Rain Date) at Prospect Bay GC;;9:00 a;8/4/2013 12:00:00 PM;;12;;;7/5/2013 9:00:00 AM
64613090509440;9/5/2013 9:00:00 AM;MISGA;State Past Presidents (ABCD) (Rain Date) at Norbeck CC;;9:00 a;8/6/2013 12:00:00 PM;;12;;;7/7/2013 9:00:00 AM
64613091108641;9/11/2013 8:45:00 AM;MISGA;Division IV Tourney at Bowie;;8:45 a;8/12/2013 12:00:00 PM;;30;;;7/13/2013 9:00:00 AM
64613091108900;9/11/2013 8:00:00 AM;MISGA;Summer Frolic Sep 11-12 at Heritage Hills Golf Resort, York, PA;;8:00 a;8/12/2013 12:00:00 PM;;20;;;7/13/2013 9:00:00 AM
64614041509217;4/15/2014 9:00:00 AM;Away;Hunt Valley CC;$43*;9:00 a;4/11/2014 12:00:00 PM;410-527-3304;30;;;3/15/2014 9:00:00 AM
64614041609646;4/16/2014 9:00:00 AM;Home;Cross Creek GC, Easton Club - River House, Hog Neck, Jonathans Landing, Quail Valley CC;$39;9:00 a;4/12/2014 12:00:00 PM;410.255.7764;60;;;3/22/2014 9:00:00 AM
64614042209309;4/22/2014 9:00:00 AM;Away;Prospect Bay CC;$42;9:00 a;4/18/2014 12:00:00 PM;;;;;3/22/2014 9:00:00 AM
64614043009229;4/30/2014 9:00:00 AM;Away;Rattlewood GC;$35;9:00 a;4/26/2014 12:00:00 PM;301-607-9000;30;;;4/5/2014 9:00:00 AM
64614050609214;5/6/2014 9:00:00 AM;Away;Beaver Creek CC;$38*;9:00 a;5/2/2014 12:00:00 PM;301-733-5152;50;;;4/5/2014 9:00:00 AM
64614050709646;5/7/2014 9:00:00 AM;Home;Bowie G&CC, Bretton Woods CC, Fairway Hills GC, Glade Valley GC, Hobbits Glen GC, Prospect Bay CC;$39;9:00 a;5/3/2014 12:00:00 PM;410.255.7764;60;;;4/12/2014 9:00:00 AM
