23214032709232;3/27/2014 9:00:00 AM;Home;Opening Day & Meeting;$45;9:00 a;3/23/2014 12:00:00 PM;301-293-9930, x110;60;R89;;2/1/2014 9:00:00 AM
23214040109232;4/1/2014 9:00:00 AM;Home;Bay Hills, Leisure World, NGC Tantallon;$45;9:00 a;3/28/2014 12:00:00 PM;301-293-9930, x110;60;R89;;2/8/2014 9:00:00 AM
23214041509217;4/15/2014 9:00:00 AM;Away;Hunt Valley CC;$44*;9:00 a;4/11/2014 12:00:00 PM;410-527-3304;30;;;2/22/2014 9:00:00 AM
23214041609216;4/16/2014 9:00:00 AM;Away;Holly Hills CC;$50*;9:00 a;4/12/2014 12:00:00 PM;301-694-7210;30;;;2/22/2014 9:00:00 AM
23214041709220;4/17/2014 9:00:00 AM;Away;Sparrows Point CC;$45*;9:00 a;4/13/2014 12:00:00 PM;410-477-3636;30;;;2/22/2014 9:00:00 AM
23214042209232;4/22/2014 9:00:00 AM;Home;Hobbits Glen GC, Montgomery CC;$45;9:00 a;4/18/2014 12:00:00 PM;301-293-9930, x110;60;R89;;3/1/2014 9:00:00 AM
23214042309629;4/23/2014 9:00:00 AM;Away;NGC Tantallon;$45*;9:00 a;4/19/2014 12:00:00 PM;301-292-0003;50;;;3/1/2014 9:00:00 AM
23214042909232;4/29/2014 9:00:00 AM;Home;Beaver Creek CC, Patuxent Greens;$45;9:00 a;4/25/2014 12:00:00 PM;301-293-9930, x110;60;R89;;3/8/2014 9:00:00 AM
23214043008442;4/30/2014 8:30:00 AM;Away;Bretton Woods CC;$45*;8:30 a;4/26/2014 12:00:00 PM;301-948-3357, ext 310;50;;;3/8/2014 9:00:00 AM
23214050609232;5/6/2014 9:00:00 AM;Home;Naval Academy, Rattlewood GC;$45;9:00 a;5/2/2014 12:00:00 PM;301-293-9930, x110;60;R89;;3/15/2014 9:00:00 AM
23214050809440;5/8/2014 9:00:00 AM;Away;Norbeck CC;$44*;9:00 a;5/4/2014 12:00:00 PM;301-774-7706;30;R90;;3/15/2014 9:00:00 AM
