64614092309646;9/23/2014 9:00:00 AM;Home;Rattlewood GC;$39;9:00 a;9/19/2014 12:00:00 PM;410-255-7764;60;R89;;8/2/2014 9:00:00 AM
64615040109646;4/1/2015 9:00:00 AM;Home;Bay Hills, Leisure World, NGC Tantallon;$39;9:00 a;3/28/2015 12:00:00 PM;410-255-7764;60;R89;;2/7/2015 9:00:00 AM
64615041709220;4/17/2015 9:00:00 AM;Away;Sparrows Point CC;$48*;9:00 a;4/14/2014 12:00:00 PM;410-477-3636;30;;;2/22/2014 9:00:00 AM
64615042209646;4/22/2015 9:00:00 AM;Home;Hobbits Glen GC, Montgomery CC;$39;9:00 a;4/18/2015 12:00:00 PM;410-255-7764;60;R89;;2/28/2015 9:00:00 AM
64615042309629;4/23/2015 9:00:00 AM;Away;NGC Tantallon;$45*;9:00 a;4/21/2014 12:00:00 PM;301-292-0003;50;;;3/1/2014 9:00:00 AM
64615043009442;4/30/2015 9:00:00 AM;Away;Bretton Woods CC;$47*;9:00 a;4/27/2014 12:00:00 PM;301-948-3357, ext 310;50;;;3/8/2014 9:00:00 AM
64615050109646;5/1/2015 9:00:00 AM;Home;Opening Day & Meeting;$39;9:00 a;4/29/2015 12:00:00 PM;410-255-7764;60;R89;;3/14/2015 9:00:00 AM
64615050609646;5/6/2015 9:00:00 AM;Home;Naval Academy, Rattlewood GC;$39;9:00 a;5/2/2015 12:00:00 PM;410-255-7764;60;R89;;3/14/2015 9:00:00 AM
64615050809440;5/8/2015 9:00:00 AM;Away;Norbeck CC;$49*;9:00 a;5/5/2014 12:00:00 PM;301-774-7706;50;R90;;3/15/2014 9:00:00 AM
64615051308217;5/13/2015 8:30:00 AM;Away;Hunt Valley CC;$44*;8:30 a;5/10/2014 12:00:00 PM;410-527-3304;30;;;3/22/2014 9:00:00 AM
64615051408230;5/14/2015 8:30:00 AM;Away;Challedon GC;$38;8:30 a;5/9/2014 12:00:00 PM;301-829-3000;50;;;3/22/2014 9:00:00 AM
64615051509233;5/15/2015 9:00:00 AM;Away;Fountain Head CC;$47*;9:00 a;5/12/2014 12:00:00 PM;301-733-5940;30;;;3/22/2014 9:00:00 AM
64615052109627;5/21/2015 9:00:00 AM;Away;Patuxent Greens;$46*;9:00 a;5/17/2015 12:00:00 PM;301-776-5533;50;;;3/28/2015 9:00:00 AM
64615052709646;5/27/2015 9:00:00 AM;Home;Glade Valley GC;$39;9:00 a;5/23/2015 12:00:00 PM;410-255-7764;60;R89;;4/4/2015 9:00:00 AM
64615052809216;5/28/2015 9:00:00 AM;Away;Holly Hills CC;$50*;9:00 a;5/26/2014 12:00:00 PM;301-694-7210;50;S,G;;4/5/2014 9:00:00 AM
64615060308646;6/3/2015 8:30:00 AM;Home;Hunt Valley CC, Univ. of Maryland GC, Westminster National GC;$39;8:30 a;5/30/2015 12:00:00 PM;410-255-7764;60;R89;;4/11/2015 9:00:00 AM
64615061008646;6/10/2015 8:30:00 AM;Home;Argyle CC, Compass Pointe GC, Cress Creek CC;$39;8:30 a;6/6/2015 12:00:00 PM;410-255-7764;60;R89;;4/18/2015 9:00:00 AM
